#SUBMITTED ID	SYMBOL
FBgn0051872	CG31872
FBgn0013981	His4r
FBgn0037220	CG14641
FBgn0051248	CG31248
FBgn0265351	nac
FBgn0265189	sud1
FBgn0004618	gl
FBgn0023542	Nmd3
FBgn0016693	Past1
FBgn0083961	CG34125
FBgn0010051	Itpr
FBgn0263667	Lpt
FBgn0029834	CG5937
FBgn0029939	CG9650
FBgn0039229	Saf-B
FBgn0061361	Tcs1
FBgn0061362	Polr3K
FBgn0033089	CG17266
FBgn0026439	Eaat1
FBgn0029711	Usf
FBgn0040096	lectin-33A
FBgn0037359	MED27
FBgn0004372	aly
FBgn0014024	Rnp4F
FBgn0261552	ps
FBgn0038334	h-cup
FBgn0028744	CG5033
FBgn0033174	CG11125
FBgn0024989	CG3777
FBgn0039594	snu
FBgn0035409	CG14963
FBgn0266724	Trs20
FBgn0025592	Gk1
FBgn0260442	rhea
FBgn0031871	Fgop2
FBgn0015036	Cyp4ae1
FBgn0000024	Ace
FBgn0032654	CG15147
FBgn0052225	CG32225
FBgn0037292	plh
FBgn0023519	mRpL16
FBgn0003015	osk
FBgn0020617	Rx
FBgn0031484	CG3165
FBgn0031563	CG10031
FBgn0085201	COX7AL2
FBgn0051158	Efa6
FBgn0035831	Pop4
FBgn0032781	RtcB
FBgn0036775	Polr3D
FBgn0266186	Vamp7
FBgn0039150	CG13605
FBgn0035632	Ppat-Dpck
FBgn0010355	Taf1
FBgn0032840	sNPF
FBgn0027889	ball
FBgn0030949	Cyp308a1
FBgn0003346	RanGAP
FBgn0029798	Rtel1
FBgn0031461	daw
FBgn0027359	Tim8
FBgn0033457	Ntmt
FBgn0035429	CG12017
FBgn0020513	Paics
FBgn0000568	Eip75B
FBgn0029507	Tsp42Ed
FBgn0031436	ND-B17.2
FBgn0039696	Rnb
FBgn0033556	CG12343
FBgn0001990	wek
FBgn0030524	CG10993
FBgn0003060	CG9757
FBgn0033593	Listericin
FBgn0003330	Sce
FBgn0013749	Arf4
FBgn0262970	CR43281
FBgn0266845	CG45307
FBgn0030104	CG15368
FBgn0039862	kek6
FBgn0036374	Spt20
FBgn0039726	eIF2Balpha
FBgn0035358	CG14949
FBgn0031391	CG11723
FBgn0024236	foi
FBgn0031886	Nuf2
FBgn0051220	CG31220
FBgn0036831	CG6839
FBgn0025790	TBPH
FBgn0011726	tsr
FBgn0034958	CG3907
FBgn0040666	CG12848
FBgn0263144	bin3
FBgn0040208	Kat60
FBgn0266050	CG44815
FBgn0031148	Cbs
FBgn0085422	CG34393
FBgn0021814	Vps28
FBgn0034735	CG4610
FBgn0037093	Cdk12
FBgn0034876	wmd
FBgn0039688	Kul
FBgn0031627	fipi
FBgn0037297	CG1116
FBgn0023549	Mct1
FBgn0033761	CG8778
FBgn0033542	CAH13
FBgn0019940	Rh6
FBgn0032763	CG17568
FBgn0024973	CG2701
FBgn0041171	ago
FBgn0003277	Polr2A
FBgn0083949	side-III
FBgn0261885	osa
FBgn0031068	Alr
FBgn0004432	Cyp1
FBgn0030272	CG15201
FBgn0286813	SRPK
FBgn0250839	Jhbp2
FBgn0030964	Pvf1
FBgn0034854	Golgin245
FBgn0039644	rdog
FBgn0052774	Muc4B
FBgn0030017	CG2278
FBgn0038302	CG4210
FBgn0265512	mlt
FBgn0028342	ATPsyndelta
FBgn0034352	Dnaaf3
FBgn0037807	CG6293
FBgn0250788	beta-Spec
FBgn0042205	CG18764
FBgn0000014	abd-A
FBgn0046301	CG7148
FBgn0037179	CG14453
FBgn0038584	mTerf5
FBgn0011278	lbe
FBgn0036605	CG13041
FBgn0266670	Sec5
FBgn0015075	Ddx1
FBgn0265276	l(3)neo38
FBgn0051637	CG31637
FBgn0037007	BNIP3
FBgn0039536	unc80
FBgn0042213	CG18731
FBgn0261871	dpr2
FBgn0038199	CCHa1
FBgn0035390	scramb2
FBgn0053143	CG33143
FBgn0263831	Gen
FBgn0029826	CG6041
FBgn0003062	Fib
FBgn0036124	CG7839
FBgn0037719	bocks
FBgn0037384	dgrn
FBgn0286778	CG46385
FBgn0031500	CG17221
FBgn0015721	ktub
FBgn0035674	CG13295
FBgn0034879	Rrp4
FBgn0264344	CG43800
FBgn0034834	LS2
FBgn0004583	ex
FBgn0083963	Nlg3
FBgn0033782	sug
FBgn0030610	Cox17
FBgn0000395	cv-2
FBgn0020248	stet
FBgn0027111	miple1
FBgn0036522	Phs
FBgn0034982	Naa35
FBgn0040207	kat80
FBgn0031910	CG15818
FBgn0039966	Rab21
FBgn0259211	grh
FBgn0029714	CG3527
FBgn0034308	Naus
FBgn0031738	CG9171
FBgn0037780	ohgt
FBgn0026015	Top3beta
FBgn0040660	CG13551
FBgn0003257	r-l
FBgn0034215	Mtap
FBgn0029996	UbcE2H
FBgn0036851	CG14082
FBgn0030029	CG15343
FBgn0038014	CG10041
FBgn0032665	CG15152
FBgn0260012	pds5
FBgn0028544	Vajk3
FBgn0033799	GLaz
FBgn0033235	CG8728
FBgn0037894	Ipo9
FBgn0037063	CG9391
FBgn0036300	Pmm2
FBgn0038051	CG17207
FBgn0042146	CG18823
FBgn0260003	Dys
FBgn0032924	Nbr
FBgn0040071	tara
FBgn0033789	CG13324
FBgn0039704	neo
FBgn0029881	pigs
FBgn0030584	Grx5
FBgn0023525	CG3191
FBgn0025185	az2
FBgn0264894	CG44085
FBgn0031492	Prp40
FBgn0030191	CG15306
FBgn0031734	CG11147
FBgn0000212	brm
FBgn0039491	CG6059
FBgn0026374	Rhp
FBgn0022349	CG1910
FBgn0013983	imd
FBgn0085437	CG34408
FBgn0033717	CG8839
FBgn0030330	Tango10
FBgn0031973	Spn28Dc
FBgn0034060	Tmem131
FBgn0034639	CG15673
FBgn0035623	mthl2
FBgn0010452	trn
FBgn0040388	boi
FBgn0033038	CG7791
FBgn0027506	EDTP
FBgn0085478	Zdhhc8
FBgn0260767	CG42565
FBgn0265194	Trpm
FBgn0031610	Paris
FBgn0034494	CG10444
FBgn0261976	Psf2
FBgn0040339	MED22
FBgn0050178	CG30178
FBgn0008651	lbl
FBgn0086695	hd
FBgn0032638	SPH93
FBgn0000533	ea
FBgn0053213	Boh1
FBgn0032283	CG7296
FBgn0034142	CG8306
FBgn0051812	Tsen2
FBgn0040343	CG3713
FBgn0051708	DIP-zeta
FBgn0263511	Vsx1
FBgn0037979	GCC185
FBgn0051457	CG31457
FBgn0015805	HDAC1
FBgn0032296	CG6729
FBgn0030676	CG12379
FBgn0031144	CG1529
FBgn0029522	CG13373
FBgn0283451	br
FBgn0024836	stan
FBgn0030748	Traf-like
FBgn0031435	Elba2
FBgn0037798	CG12817
FBgn0036545	GXIVsPLA2
FBgn0262354	CG43052
FBgn0259215	Ir93a
FBgn0036688	Fit2
FBgn0030276	Dlic
FBgn0266176	pre-mod(mdg4)-J
FBgn0035392	CG1271
FBgn0063497	GstE3
FBgn0260935	Vps15
FBgn0035901	Pus7
FBgn0035498	Fit1
FBgn0037713	CG16790
FBgn0031314	IntS14
FBgn0024294	Spn43Aa
FBgn0038353	CG5399
FBgn0027514	CG1024
FBgn0027563	CG9631
FBgn0035210	msd5
FBgn0005596	yem
FBgn0030514	Mrgn1
FBgn0004915	TfIIB
FBgn0033205	Rdh1
FBgn0003950	unc
FBgn0265610	CG44428
FBgn0031514	OtopLb
FBgn0051217	modSP
FBgn0041184	Socs36E
FBgn0031053	CG14223
FBgn0053270	CG33270
FBgn0035844	CG13676
FBgn0032907	Nthl1
FBgn0030696	CG8509
FBgn0031876	Atac1
FBgn0037548	CG7900
FBgn0029113	Uba2
FBgn0037773	CG5359
FBgn0039668	Trc8
FBgn0027843	CAH2
FBgn0039066	EloA
FBgn0030766	mthl1
FBgn0024189	sns
FBgn0035241	CG12105
FBgn0031947	Brd7-9
FBgn0037906	PGRP-LB
FBgn0038146	CG9799
FBgn0030500	Ndc80
FBgn0035332	CG13801
FBgn0032187	CG4839
FBgn0029693	Cmtr1
FBgn0033204	CG2065
FBgn0266284	Ns3
FBgn0029512	Aos1
FBgn0001120	gnu
FBgn0051390	MED7
FBgn0037569	tex
FBgn0034271	Vps50
FBgn0032688	CG15160
FBgn0037708	CG9386
FBgn0011270	Pglym87
FBgn0027788	Hey
FBgn0034012	Hr51
FBgn0263934	esn
FBgn0030230	Rph
FBgn0033117	CG3358
FBgn0031490	CG17264
FBgn0005671	Vha55
FBgn0266720	Snap24
FBgn0243512	puc
FBgn0023094	cyc
FBgn0261535	l(2)34Fd
FBgn0034740	nsr
FBgn0031534	Snx1
FBgn0035977	PGRP-LF
FBgn0053303	CG33303
FBgn0039739	RpS28a
FBgn0264672	Eogt
FBgn0037369	CG2100
FBgn0053052	Gorab
FBgn0010591	Sply
FBgn0037546	mAChR-B
FBgn0050377	CG30377
FBgn0015801	Reg-5
FBgn0039085	Ugt303B3
FBgn0051915	CG31915
FBgn0029706	CG3626
FBgn0038421	CG17931
FBgn0031119	CG1812
FBgn0030897	Frq1
FBgn0040238	Best1
FBgn0040513	kappaB-Ras
FBgn0010342	Map60
FBgn0015351	Mettl4
FBgn0038428	CG14894
FBgn0030710	CG8924
FBgn0039488	CG6066
FBgn0015591	AstA
FBgn0263108	BtbVII
FBgn0036817	CG6865
FBgn0037533	CD98hc
FBgn0035432	ZnT63C
FBgn0053120	CG33120
FBgn0003042	Pc
FBgn0063491	GstE9
FBgn0052533	CG32533
FBgn0030812	wcy
FBgn0050033	CG30033
FBgn0016698	Ptpa
FBgn0039647	jus
FBgn0052117	CG32117
FBgn0039537	Hsdl2
FBgn0037344	CG2926
FBgn0039055	Rassf
FBgn0052601	betaNACtes3
FBgn0036191	Sugb
FBgn0039698	CG7789
FBgn0036937	Ir76b
FBgn0032881	Amacr
FBgn0031763	CG13996
FBgn0038691	CG5250
FBgn0261608	RpL37A
FBgn0036685	CG6664
FBgn0030997	CG7990
FBgn0029152	Mkrn1
FBgn0036544	sff
FBgn0036730	qjt
FBgn0026721	fat-spondin
FBgn0020385	pug
FBgn0030722	CG12395
FBgn0034145	CG5065
FBgn0263997	CG43740
FBgn0044046	Ilp7
FBgn0030598	CG9503
FBgn0035473	mge
FBgn0263031	CG43326
FBgn0260468	CG7950
FBgn0028481	CG4341
FBgn0031893	MICU1
FBgn0030077	CG15365
FBgn0032345	CG14921
FBgn0034863	SkpF
FBgn0267339	p38c
FBgn0038693	unc79
FBgn0033928	Arc2
FBgn0030740	CG9917
FBgn0039228	CG6980
FBgn0261859	CG42788
FBgn0052767	CG32767
FBgn0031489	CG17224
FBgn0266441	CG45071
FBgn0033808	CG4627
FBgn0267821	da
FBgn0037878	CG6693
FBgn0037571	CG11694
FBgn0259730	tal-1A
FBgn0259731	tal-2A
FBgn0259732	tal-3A
FBgn0259733	tal-AA
FBgn0004635	rho
FBgn0015032	Cyp4c3
FBgn0267978	ap
FBgn0036941	CG7335
FBgn0037635	CG9837
FBgn0035590	Tcs5
FBgn0031972	Wwox
FBgn0043884	mask
FBgn0034859	CG3520
FBgn0004926	eIF2beta
FBgn0038415	CG17929
FBgn0053302	Cpr31A
FBgn0287696	mus302
FBgn0021875	Zfrp8
FBgn0027535	botv
FBgn0032450	CG5776
FBgn0033656	S2P
FBgn0001301	kel
FBgn0288875	Cul5
FBgn0027574	CG5815
FBgn0086356	tum
FBgn0035734	CG14823
FBgn0031926	CG6739
FBgn0000257	car
FBgn0032249	TBC1D16
FBgn0031006	rictor
FBgn0035959	CG4911
FBgn0259832	CG34229
FBgn0039965	Coa7
FBgn0000633	tei
FBgn0031988	CG8668
FBgn0001079	fu
FBgn0030507	CG11164
FBgn0038581	CG14314
FBgn0011769	Fdx1
FBgn0260742	CG12213
FBgn0015298	Srp19
FBgn0037700	CG8149
FBgn0085693	CG41562
FBgn0027495	Smyd4-4
FBgn0267033	mamo
FBgn0033062	Ars2
FBgn0031238	CG3645
FBgn0031544	CG17593
FBgn0015828	TfIIEalpha
FBgn0025836	RhoGAP1A
FBgn0031999	CG8419
FBgn0035639	kri
FBgn0051953	CR31953
FBgn0032870	CG2608
FBgn0033401	Cog6
FBgn0028833	Cmpk
FBgn0038479	CG17477
FBgn0043005	prt
FBgn0030447	CG2200
FBgn0035787	CG8543
FBgn0011715	Snr1
FBgn0264005	Hmx
FBgn0036843	Sfxn2
FBgn0035848	Uxs
FBgn0010194	Wnt5
FBgn0035593	Yod1
FBgn0004646	ogre
FBgn0038842	hdly
FBgn0038804	CG10877
FBgn0039240	CG3744
FBgn0259243	Pka-R1
FBgn0051865	Ada1-1
FBgn0024194	rasp
FBgn0051404	CG31404
FBgn0054003	NimB3
FBgn0036500	CG7275
FBgn0030034	CG10555
FBgn0030884	CG6847
FBgn0032348	CG4751
FBgn0000153	b
FBgn0010303	hep
FBgn0010387	Acbp2
FBgn0000455	Dip-C
FBgn0030093	Bap111
FBgn0027868	Nup107
FBgn0031143	CG1532
FBgn0042092	Polr1F
FBgn0036411	Sox21a
FBgn0265045	Strn-Mlck
FBgn0029552	CG14631
FBgn0043012	AP-2sigma
FBgn0035160	hng3
FBgn0262738	norpA
FBgn0038873	CG5892
FBgn0015949	hrg
FBgn0030930	Pgant7
FBgn0288857	Ype
FBgn0040602	CG14545
FBgn0035270	CG13933
FBgn0036728	UQCR-Q
FBgn0265191	Gyg
FBgn0030659	CG9215
FBgn0034694	Plekhm1
FBgn0034704	Fbxo42
FBgn0051675	CG31675
FBgn0038504	Sur-8
FBgn0036248	ssp
FBgn0260444	Not10
FBgn0040348	CG3703
FBgn0034052	CG8299
FBgn0013531	MED20
FBgn0037368	CG1239
FBgn0028429	I-2
FBgn0028343	Ankle2
FBgn0033527	CG11777
FBgn0284231	CG46315
FBgn0024329	Mekk1
FBgn0004957	por
FBgn0033581	CG12391
FBgn0039417	CG6073
FBgn0040751	CG13018
FBgn0085273	CG34244
FBgn0266811	CG45273
FBgn0265606	Prosalpha4T1
FBgn0035569	CG15876
FBgn0027079	ValRS
FBgn0025639	Hmt4-20
FBgn0033375	CG8078
FBgn0013756	Mtor
FBgn0052685	ZAP3
FBgn0030347	CG15739
FBgn0021895	ytr
FBgn0031961	CG7102
FBgn0033405	CG13954
FBgn0015519	nAChRalpha3
FBgn0030883	CG7772
FBgn0052850	Rnf11
FBgn0020388	Gcn5
FBgn0085263	CG34234
FBgn0038272	Dph2
FBgn0016078	wun
FBgn0037027	HIPP1
FBgn0037529	mRpS9
FBgn0026361	Septin5
FBgn0031592	Art2
FBgn0050417	tbrd-3
FBgn0024330	MED6
FBgn0023167	SmD3
FBgn0045063	fdl
FBgn0052182	CG32182
FBgn0086785	Vps36
FBgn0028704	Nckx30C
FBgn0030410	Aven
FBgn0010825	Gug
FBgn0039217	CG13627
FBgn0033609	Fbl6
FBgn0031857	LUBEL
FBgn0028691	Rpn9
FBgn0034407	DptB
FBgn0033349	CG8243
FBgn0052572	CG32572
FBgn0032231	CG5056
FBgn0019972	Drice
FBgn0051184	LSm3
FBgn0033234	MFS12
FBgn0039911	CG1909
FBgn0052017	CG32017
FBgn0033734	CG8520
FBgn0030877	Arp8
FBgn0284227	CG46311
FBgn0033987	ckn
FBgn0029874	CG3342
FBgn0034262	swi2
FBgn0030789	Rrp45
FBgn0014022	Rlb1
FBgn0040087	p115
FBgn0030623	PPYR1
FBgn0036538	CG15715
FBgn0033739	Dyb
FBgn0036389	ssp2
FBgn0037911	CG10898
FBgn0030761	CG9784
FBgn0032919	pths
FBgn0025635	Hinfp
FBgn0261436	DhpD
FBgn0034898	CG18128
FBgn0029969	Acat1
FBgn0034948	PPP1R15
FBgn0053870	His2B:CG33870
FBgn0053878	His2B:CG33878
FBgn0053880	His2B:CG33880
FBgn0053884	His2B:CG33884
FBgn0053886	His2B:CG33886
FBgn0053888	His2B:CG33888
FBgn0053900	His2B:CG33900
FBgn0053906	His2B:CG33906
FBgn0053908	His2B:CG33908
FBgn0002914	Myb
FBgn0000206	boss
FBgn0003977	vir
FBgn0038394	Jhbp4
FBgn0024992	Spg7
FBgn0259937	Nop60B
FBgn0033426	Nt5c
FBgn0025378	CG3795
FBgn0035855	CG7366
FBgn0039197	CG17780
FBgn0034975	enok
FBgn0046685	Wsck
FBgn0050161	CG30161
FBgn0050344	CG30344
FBgn0260945	Atg1
FBgn0035374	mRpS35
FBgn0031611	FIG4
FBgn0265274	Inx3
FBgn0027602	CG8611
FBgn0086445	l(2)37Cd
FBgn0026259	eIF5B
FBgn0015773	NetA
FBgn0014865	Mtk
FBgn0035718	CG14820
FBgn0263396	sqd
FBgn0031758	Ucp4B
FBgn0265417	CG44329
FBgn0036446	Mgat4a
FBgn0050120	CG30120
FBgn0041243	Gr43a
FBgn0030668	CG8128
FBgn0035743	Acbp6
FBgn0266100	CG44837
FBgn0034499	Cpr56F
FBgn0002778	mnd
FBgn0264542	hwt
FBgn0053868	His2B:CG33868
FBgn0043002	Chrac-14
FBgn0037265	spartin
FBgn0020655	ArfGAP1
FBgn0016797	fz2
FBgn0028962	AlaRS-m
FBgn0085456	CG34427
FBgn0038326	Hibch
FBgn0037275	CG14655
FBgn0026873	MED18
FBgn0034989	CG3356
FBgn0015797	Rab6
FBgn0004888	Scsalpha1
FBgn0039124	tbrd-1
FBgn0039864	CG11550
FBgn0051068	CG31068
FBgn0034913	Snap29
FBgn0032433	Oatp33Ea
FBgn0030365	Tango4
FBgn0259736	CG42390
FBgn0033518	Prx6c
FBgn0051251	CG31251
FBgn0037850	CG14695
FBgn0000370	crc
FBgn0031535	CG12795
FBgn0262962	CG43273
FBgn0039623	CG1951
FBgn0004907	14-3-3zeta
FBgn0039189	CG18528
FBgn0038108	CG7518
FBgn0001230	Hsp68
FBgn0034645	ND-B12
FBgn0004102	oc
FBgn0266354	CG45002
FBgn0031773	Fbw5
FBgn0030300	Sk1
FBgn0026077	Gasp
FBgn0036706	ND-24L
FBgn0085380	dcma
FBgn0038539	Atg8b
FBgn0000037	mAChR-A
FBgn0262737	mub
FBgn0032651	Oli
FBgn0032961	CG1416
FBgn0011656	Mef2
FBgn0031632	CG15628
FBgn0036105	Blos4
FBgn0030263	CG2076
FBgn0015338	CG5861
FBgn0264270	Sxl
FBgn0032124	CG17855
FBgn0264426	CG43844
FBgn0016041	Tom40
FBgn0030545	CG11590
FBgn0263117	CG34377
FBgn0004168	5-HT1A
FBgn0039601	CG1523
FBgn0034013	unc-5
FBgn0037070	CG11309
FBgn0285913	red
FBgn0026079	Nsun2
FBgn0035533	Cip4
FBgn0038706	CG3517
FBgn0031108	CG15459
FBgn0037470	Tailor
FBgn0036813	Atg3
FBgn0034745	tous
FBgn0003074	Pgi
FBgn0053276	Urm1
FBgn0023518	trr
FBgn0016975	stnB
FBgn0016976	stnA
FBgn0013973	Gycbeta100B
FBgn0015905	ast
FBgn0003382	sha
FBgn0259735	mtgo
FBgn0029913	Cht11
FBgn0014868	Ost48
FBgn0030735	CG3632
FBgn0033178	CG11127
FBgn0032151	nAChRalpha6
FBgn0284408	trol
FBgn0004666	sim
FBgn0027528	goe
FBgn0036652	CG13032
FBgn0038775	CG17199
FBgn0039132	AP-1sigma
FBgn0036818	CG14074
FBgn0030876	Srx
FBgn0260873	CG42583
FBgn0038660	Sgsh
FBgn0000180	bib
FBgn0024291	Sirt1
FBgn0263051	CG43346
FBgn0001269	inv
FBgn0023081	gek
FBgn0036439	CG13474
FBgn0264922	Sumo
FBgn0037475	Fer1
FBgn0033978	Cyp6a23
FBgn0015229	glec
FBgn0036402	CG6650
FBgn0027108	Inx2
FBgn0031255	BBS8
FBgn0086368	tw
FBgn0026060	Mipp2
FBgn0287788	Datp
FBgn0015614	CanB2
FBgn0011785	BRWD3
FBgn0037973	CG18547
FBgn0260857	Bet1
FBgn0036134	FoxK
FBgn0039291	CG13663
FBgn0035199	tfc
FBgn0039543	CROT
FBgn0010583	dock
FBgn0033421	CG1888
FBgn0038349	AOX3
FBgn0261547	Exn
FBgn0003513	ss
FBgn0086711	mol
FBgn0025676	CkIIalpha-i3
FBgn0052573	CG32573
FBgn0004103	Pp1-87B
FBgn0041588	eIF2D
FBgn0038165	Task6
FBgn0032682	grnd
FBgn0265974	ttv
FBgn0003464	sol
FBgn0000337	cn
FBgn0032495	CG16820
FBgn0038073	CG14395
FBgn0027082	ProRS-m
FBgn0027586	Jhbp14
FBgn0035336	CG9004
FBgn0053526	PNUTS
FBgn0038888	CheB93a
FBgn0039209	REPTOR
FBgn0051664	CG31664
FBgn0085211	RpS28-like
FBgn0030485	CG1998
FBgn0003380	Sh
FBgn0051549	CG31549
FBgn0034791	EMC8-9
FBgn0031318	CG4887
FBgn0265199	CG44259
FBgn0260005	wtrw
FBgn0051551	CG31551
FBgn0033076	CG15233
FBgn0033669	PI31
FBgn0263199	Galk
FBgn0037659	Kdm2
FBgn0264324	spg
FBgn0043900	pygo
FBgn0031483	CG9641
FBgn0031189	CG14618
FBgn0035724	CG10064
FBgn0037448	CG15186
FBgn0031414	eys
FBgn0036302	sowah
FBgn0036888	CG9330
FBgn0037709	CG8199
FBgn0051636	CG31636
FBgn0015838	Vang
FBgn0037723	SpdS
FBgn0030809	Ubr1
FBgn0033696	Cyp6g2
FBgn0030291	CG1738
FBgn0033127	Tsp42Ef
FBgn0037430	Osi20
FBgn0259166	CG42271
FBgn0039730	CG7903
FBgn0011638	La
FBgn0037293	RabGGTa
FBgn0000463	Dl
FBgn0031092	Ech1
FBgn0035877	CG7083
FBgn0050296	RIC-3
FBgn0042134	Capr
FBgn0037541	CG2747
FBgn0263738	Ada2a
FBgn0033740	dgt5
FBgn0029687	Vap33
FBgn0036249	CG11560
FBgn0025865	Cortactin
FBgn0085404	CG34375
FBgn0031724	CG18266
FBgn0011335	vers
FBgn0031299	CG4629
FBgn0031723	CG7251
FBgn0039627	CG11837
FBgn0026573	ADD1
FBgn0004867	RpS2
FBgn0001323	knrl
FBgn0004908	Arl2
FBgn0034442	CG11257
FBgn0010015	CanA1
FBgn0082831	pps
FBgn0267408	AOX1
FBgn0032346	Csl4
FBgn0266163	CG44869
FBgn0030944	Hou
FBgn0029736	CG4041
FBgn0024321	NK7.1
FBgn0037174	Jhbp6
FBgn0036659	CG9701
FBgn0052532	CG32532
FBgn0053639	CG33639
FBgn0037756	CG8507
FBgn0051663	CG31663
FBgn0034141	Dolk
FBgn0027783	SMC2
FBgn0030808	RhoGAP15B
FBgn0037069	Cpr78Cc
FBgn0030493	CG15756
FBgn0035237	CG13917
FBgn0263996	CG43739
FBgn0034721	CG11298
FBgn0023177	Pp4-19C
FBgn0002842	sa
FBgn0030889	CG15373
FBgn0032429	CG5446
FBgn0038925	Cchl
FBgn0023527	CG3071
FBgn0031055	et
FBgn0027074	Ugt36F1
FBgn0030998	CG14195
FBgn0027527	Osi6
FBgn0051030	VhaAC45RP
FBgn0050052	Obp49a
FBgn0028490	CG31705
FBgn0013576	mtd
FBgn0035852	CG7387
FBgn0036862	Gbs-76A
FBgn0014906	Hydr2
FBgn0037834	Art1
FBgn0040529	COX7A
FBgn0031872	ihog
FBgn0031536	Cog3
FBgn0038928	Fadd
FBgn0031571	bark
FBgn0051352	Unc-115a
FBgn0263390	Nha2
FBgn0035542	DOR
FBgn0264561	Glg1
FBgn0011204	cue
FBgn0031848	Nse1
FBgn0038208	CG14355
FBgn0025807	Rad9
FBgn0036534	DCP2
FBgn0034546	CG13442
FBgn0037298	Sccpdh1
FBgn0039347	CG5071
FBgn0041710	yellow-f
FBgn0032746	CG10470
FBgn0030101	CG12118
FBgn0031977	baf
FBgn0051638	CG31638
FBgn0037307	Tim17a2
FBgn0029970	Nek2
FBgn0033990	CG10265
FBgn0004650	fs(1)N
FBgn0027081	ThrRS
FBgn0024733	RpL10
FBgn0027599	CG2790
FBgn0050496	CG30496
FBgn0000038	nAChRbeta1
FBgn0050431	CG30431
FBgn0034325	CG18539
FBgn0034999	Fatp3
FBgn0034411	CG18605
FBgn0052103	SCaMC
FBgn0086608	CG34112
FBgn0035850	Atg18a
FBgn0267383	Ubc87F
FBgn0037363	Atg17
FBgn0015558	tty
FBgn0004875	enc
FBgn0039451	CG6420
FBgn0030613	Rab3-GEF
FBgn0035688	fmt
FBgn0000810	fs(1)K10
FBgn0004118	nAChRbeta2
FBgn0030099	CG12056
FBgn0024558	Dph5
FBgn0029800	lin-52
FBgn0033982	Cyp317a1
FBgn0004622	TkR99D
FBgn0050115	GEFmeso
FBgn0003884	alphaTub84B
FBgn0046222	Wdr33
FBgn0261015	Pif1A
FBgn0015240	Hr96
FBgn0031737	obst-E
FBgn0000251	cad
FBgn0035853	UbcE2M
FBgn0051109	CG31109
FBgn0014343	mirr
FBgn0004397	Vinc
FBgn0263863	mRpL45
FBgn0040091	Ugt317A1
FBgn0036801	MYPT-75D
FBgn0034517	Cpr57A
FBgn0034692	CG13502
FBgn0029771	CG12730
FBgn0031874	CG13775
FBgn0038596	CG14312
FBgn0034540	Lrt
FBgn0051797	CG31797
FBgn0033233	Kdm4A
FBgn0029700	CG15576
FBgn0035906	GstO2
FBgn0011743	Arp53D
FBgn0001280	janA
FBgn0264487	CG43895
FBgn0035477	CG14982
FBgn0030008	CG2129
FBgn0010053	Jheh1
FBgn0022343	CG3760
FBgn0035737	Cpr65Ec
FBgn0037379	CG10979
FBgn0031451	CG9961
FBgn0039411	dysf
FBgn0262029	d
FBgn0039464	CG6330
FBgn0029837	Tsp5D
FBgn0004395	unk
FBgn0034997	CG3376
FBgn0032652	CG6870
FBgn0004108	Nrt
FBgn0028996	onecut
FBgn0032000	CG8372
FBgn0034803	CG9849
FBgn0265047	FDY
FBgn0034817	Art7
FBgn0030892	Swt1
FBgn0086408	stl
FBgn0030628	CG9114
FBgn0033132	Tsp42Ej
FBgn0036272	Sms
FBgn0030894	Mvb12
FBgn0034725	CG6044
FBgn0031321	Tgt
FBgn0262167	ana1
FBgn0032428	Fam92
FBgn0032420	CG6583
FBgn0034642	CG15674
FBgn0052174	Coq4
FBgn0030341	p24-1
FBgn0041205	key
FBgn0033155	Br140
FBgn0032162	CG4592
FBgn0087012	5-HT2A
FBgn0024920	Ts
FBgn0261872	scaf6
FBgn0036109	Cpr67Fa2
FBgn0021796	Tor
FBgn0037195	CG11226
FBgn0000250	cact
FBgn0086676	spin
FBgn0037338	Snm1
FBgn0266000	CG44774
FBgn0013278	Hsp70Bb
FBgn0034580	Cht8
FBgn0031663	CG8891
FBgn0029161	slmo
FBgn0010620	CG10939
FBgn0013343	Syx1A
FBgn0036144	GlcAT-P
FBgn0037418	Osi11
FBgn0038742	Arc42
FBgn0031045	CG14212
FBgn0000173	ben
FBgn0039538	CG12883
FBgn0085188	CG34159
FBgn0029858	mldr
FBgn0012036	Aldh
FBgn0036484	Pex3
FBgn0051151	wge
FBgn0030963	CG7101
FBgn0036896	wnd
FBgn0040308	Prx4
FBgn0036916	Mtr3
FBgn0050499	Rpe
FBgn0264962	Pcf11
FBgn0015576	alpha-Est8
FBgn0024944	Oamb
FBgn0039068	Pex11c
FBgn0038157	CG12538
FBgn0034503	MED8
FBgn0039003	wfs1
FBgn0025186	ari-2
FBgn0031077	THADA
FBgn0030035	PIG-T
FBgn0259982	Uxt
FBgn0039859	Mnat9
FBgn0034915	eIF6
FBgn0024555	flfl
FBgn0036815	HipHop
FBgn0034483	CG16894
FBgn0259992	CG42489
FBgn0036993	CG5910
FBgn0038784	CG4362
FBgn0032593	Trpgamma
FBgn0035998	CG3437
FBgn0026149	BCL7-like
FBgn0040823	dpr6
FBgn0039408	CG14551
FBgn0262483	Rbp
FBgn0032973	CG6675
FBgn0000439	Dfd
FBgn0034437	CG10051
FBgn0028491	CG2930
FBgn0033616	CG7745
FBgn0052176	CG32176
FBgn0031479	Prx6a
FBgn0034279	CG18635
FBgn0264495	gpp
FBgn0031298	Atg4a
FBgn0031283	CG15880
FBgn0261434	hkb
